id,name,country,city,bic,street,street2,zip,phone
291,Coop. De A. Y C. Indigena Alfa Y Omega Ltda,COOPERATIVA DE AHORRO Y CREDITO INDIGENA ALFA Y OMEGA LTDA,Ecuador,QUITO,OATNECE1,,,,
292,Cooperativa De Ahorro Y Credito Crea Ltda ( Mies),COOPERATIVA DE AHORRO Y CREDITO CREA LTDA.,Ecuador,CUENCA,OAORECE1,,,,
293,Coop. De A. Y C. Chibuleo Ltda.,COOPERATIVA DE AHORRO Y CREDITO CHIBULEO LTDA,Ecuador,AMBATO,CROHECE1,,,,
294,Coop. De A. Y C. El Tesoro Pillareno,COOPERATIVA DE AHORRO Y CREDITO EL TESORO PILLARENO,Ecuador,PILLARO,OATTECE1,,,,
295,Coop. De A. Y C. Kisapincha Ltda.,COOPERATIVA DE AHORRO Y CREDITO KISAPINCHA LTDA,Ecuador,AMBATO,COEKECE1,,,,
296,Coop. De A. Y C. Juventud Unida Ltda.,COOPERATIVA DE AHORRO Y CREDITO JUVENTUD UNIDA LTDA,Ecuador,AMBATO,CHRJECE1,,,,
297,Coop. De A. Y C. Union Quisapincha Ltda.,COOPERATIVA DE AHORRO Y CREDITO UNION QUISAPINCHA LTDA,Ecuador,AMBATO,OAOUECE1,,,,
298,Coop. De A. Y C. 13 De Abril Ltda,COOPERATIVA DE AHORRO Y CREDITO 13 DE ABRIL,Ecuador,VENTANAS,OATBECE1,,,,
299,Coop. De A. Y C. Salinas Ltda.,Coop. De A. Y C. Salinas Ltda.,Ecuador,,610,,
300,Coop. De A. Y C. San Pedro Ltda.,COOPERATIVA DE AHORRO Y CREDITO SAN PEDRO LTDA,Ecuador,GUARANDA,OAOAECE1,,,,
301,Coop. De A. Y C. Los Chasquis Pastocalle Ltda.,COOPERATIVA DE AHORRO Y CREDITO LOS CHASQUIS PASTOCALLE LTDA,Ecuador,LATACUNGA,CHTQECE1,,,,
302,Coop. De A. Y C. Coopindigena Ltda.,Coop. De A. Y C. Coopindigena Ltda.,Ecuador,,613,,
303,Coop. De A. Y C. La Union Ltda.,Coop. De A. Y C. La Union Ltda.,Ecuador,,614,,
304,Coop. De A. Y C. Padre Vicente Ponce Rubio,COOPERATIVA DE AHORRO Y CREDITO PADRE VICENTE PONCE RUBIO,Ecuador,TULCAN,OAODECE1,,,,
305,Coop. De A. Y C. Mushug Causay Ltda.,Coop. De A. Y C. Mushug Causay Ltda.,Ecuador,,633,,
306,Coop. De A. Y C. 29 De Agosto,Coop. De A. Y C. 29 De Agosto,Ecuador,,634,,
307,Coop. De A. Y C. Credisocio,COOPERATIVA DE AHORRO Y CREDITO CREDISOCIO,Ecuador,SANTO DOMINGO,OHEDECE1,,,,
308,Coop. De A. Y C. Fondo Para El Desarrollo Y La Vid,COOPERATIVA DE AHORRO Y CREDITO FONDO PARA EL DESARROLLO Y LA VIDA,Ecuador,QUITO,OHDFECE1,,,,
309,Cooperativa De A Y C Nueva Vision,COOPERATIVA DE AHORRO Y CREDITO NUEVA VISION,Ecuador,QUITO,OAOVECE1,,,,
310,Coop. De Ahorro Y Credito Focash Ltda.,COOPERATIVA DE AHORRO Y CREDITO FOCAP,Ecuador,LAGO AGRIO,OHRFECE1,,,,
311,Coop. De A. Y C. San Vicente Del Sur Ltda.,Coop. De A. Y C. San Vicente Del Sur Ltda.,Ecuador,,676,,
312,Coop. De A. Y C. Para La Vivienda Orden Y Segurida,COOPERATIVA DE AHORRO Y CREDITO PARA LA VIVIENDA ORDEN Y SEGURIDAD,Ecuador,QUITO,OHRVECE1,,,,
313,Coop De A. Y C. Camara De Comercio Joya De Los Sac,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO JOYA DE LOS SACHAS LTDA,Ecuador,JOYA DE LOS SACHAS,OHRMECE1,,,,
314,Coop. De A. Y C. Focap,COOPERATIVA DE AHORRO Y CREDITO FOCAP,Ecuador,LAGO AGRIO,OHRFECE1,,,,
315,Coop. De A. Y C. 18 De Noviembre,Coop. De A. Y C. 18 De Noviembre,Ecuador,,680,,
316,Cooperativa De Ahorro Y Credito Dr. Cornelio Saenz,COOPERATIVA DE AHORRO Y CREDITO DR CORNELIO SAENZ VERA LTDA,Ecuador,GUAYAQUIL,OHDCECE1,,,,
317,Coop De A. Y C. Educadores Del Azuay,COOPERATIVA DE AHORRO Y CREDITO EDUCADORES DEL AZUAY LTDA,Ecuador,CUENCA,OHEUECE1,,,,
318,Coop. De A. Y C. Indigena Sac Ltda,COOPERATIVA DE AHORRO Y CREDITO MULTICULTURAL INDIGENA LTDA,Ecuador,AMBATO,CHTMECE1,,,,
319,Coop. De A. Y C. Credi Ya Ltda,COOPERATIVA DE AHORRO Y CREDITO CREDI YA LTDA,Ecuador,AMBATO,OHECECE1,,,,
320,Coop. De A. Y C. San Bartolome Ltda,Coop. De A. Y C. San Bartolome Ltda,Ecuador,,685,,
321,Coop. De Ahorro Y Credito Mushuk Yuyay,COOPERATIVA DE AHORRO Y CREDITO MUSHUKWASI,Ecuador,SARAGURO,CAEWECE1,,,,
322,Coop De A. Y C. Sisay Kanari,Coop De A. Y C. Sisay Kanari,Ecuador,,687,,
323,Cooperativa De A Y C Accion Imbaburapak Ltda.,COOPERATIVA DE AHORRO Y CREDITO ACCION IMBABURAPAK LTDA.,Ecuador,OTAVALO,CPHCECE1,,,,
324,Coop De A. Y C. Hermes Gaibor Verdesoto,COOPERATIVA DE AHORRO Y CREDITO HERMES GAIBOR VERDESOTO,Ecuador,LATACUNGA,OADHECE1,,,,
325,Coop. De A. Y C. Semillas De Pangua,Coop. De A. Y C. Semillas De Pangua,Ecuador,,690,,
326,Cooperativa De A Y C Mushuk Solidaria,COOPERATIVA DE AHORRO Y CREDITO MUSHUKWASI,Ecuador,SARAGURO,CAEWECE1,,,,
327,Coop De A. Y C. Panamericana Ltda,Coop De A. Y C. Panamericana Ltda,Ecuador,,692,,
328,Coop. De A. Y C. Vilcabamba Cacvil,Coop. De A. Y C. Vilcabamba Cacvil,Ecuador,,693,,
329,Coop. De A. Y C. Familia Solidaria,COOPERATIVA DE AHORRO Y CREDITO FAMILIA SOLIDARIA,Ecuador,MACHALA,OHEFECE1,,,,
330,Cooperativa De Ahorro Y Credito El Paraiso Manga D,COOPERATIVA DE AHORRO Y CREDITO EL PARAISO MANGA DEL CURA,Ecuador,EL CARMEN,OHEPECE1,,,,
331,Coac De Los Profesores Empleados Y Trabajadores De,Coac De Los Profesores Empleados Y Trabajadores De,Ecuador,,696,,
332,Coac. Santa Rosa De San Carlos Ltda.,Coac. Santa Rosa De San Carlos Ltda.,Ecuador,,697,,
333,Coop. De A. Y C. Constructor Del Desarrollo Solida,Coop. De A. Y C. Constructor Del Desarrollo Solida,Ecuador,,698,,
334,Coop De A. Y C. Mushuk Yuyay Ltda,Coop De A. Y C. Mushuk Yuyay Ltda,Ecuador,,699,,
335,Corporacion Financiera,Corporacion Financiera,Ecuador,,700,,
336,Coop. De A. Y C. Alianza Social Ecu. Alsec,Coop. De A. Y C. Alianza Social Ecu. Alsec,Ecuador,,701,,
337,Coop. De A. Y C. Renovadora Ecu,Coop. De A. Y C. Renovadora Ecu,Ecuador,,702,,
338,Coop. De A. Y C. Mushuk Yuyay - Napo,Coop. De A. Y C. Mushuk Yuyay - Napo,Ecuador,,703,,
339,Coop. De A. Y C. Santa Ana De Nayon,COOPERATIVA DE AHORRO Y CREDITO SANTA ANA LTDA,Ecuador,SANTA ANA,OHCTECE1,,,,
340,Coop. De A. Y C. Educadores Del Napo,Coop. De A. Y C. Educadores Del Napo,Ecuador,,705,,
341,Cooperativa De A. Y C. Textil 14 De Marzo,Cooperativa De A. Y C. Textil 14 De Marzo,Ecuador,,706,,
342,Coop. De A Y C San Carlos Ltda.,Coop. De A Y C San Carlos Ltda.,Ecuador,,707,,
343,Coac A Y C Esperanza De Valle De La Virgen Ltda.,Coac A Y C Esperanza De Valle De La Virgen Ltda.,Ecuador,,708,,
344,Coac A Y C Zona De Capital Corcimol,Coac A Y C Zona De Capital Corcimol,Ecuador,,709,,
345,Coop.De A. Y C. Artesanal Del Azuay,Coop.De A. Y C. Artesanal Del Azuay,Ecuador,,710,,
346,Cooperativa De Ahorro Y Credito Sumak Sisa,COOPERATIVA DE AHORRO Y CREDITO SUMAK SAMY LTDA,Ecuador,AMBATO,CORKECE1,,,,
347,Coop. De A. Y C. Rey David Ltda,Coop. De A. Y C. Rey David Ltda,Ecuador,,712,,
348,Coop. De A. Y C. Kullki Wasi Ltda.,Coop. De A. Y C. Kullki Wasi Ltda.,Ecuador,,713,,
349,Coop De A. Y C. Sinchi Codefis,COOPERATIVA DE AHORRO Y CREDITO SINCHI RUNA LTDA,Ecuador,SAQUISILI,CRCHECE1,,,,
350,Coop. De A. Y C. Fuerza De Los Andes,Coop. De A. Y C. Fuerza De Los Andes,Ecuador,,715,,
351,Coop De A. Y C. Camino De Luz Ltda.,Coop De A. Y C. Camino De Luz Ltda.,Ecuador,,716,,
352,Coac A Y C Educadores De Bolivar,Coac A Y C Educadores De Bolivar,Ecuador,,717,,
353,Coac San Miguel Ltda.,Coac San Miguel Ltda.,Ecuador,,718,,
354,Coop. De A. Y C. Salinerita,Coop. De A. Y C. Salinerita,Ecuador,,719,,
355,Coop. De A. Y C. Bola Amarilla,Coop. De A. Y C. Bola Amarilla,Ecuador,,720,,
356,Coop A Y C Vision De Los Andes Visandes,Coop A Y C Vision De Los Andes Visandes,Ecuador,,721,,
357,Coop. De A. Y C. Senor Del Arbol,Coop. De A. Y C. Senor Del Arbol,Ecuador,,722,,
358,Coop. De A. Y C. Camara De Comercio De La Mana,COOPERATIVA DE AHORRO Y CREDITO CAMARA DE COMERCIO DE LOJA,Ecuador,LOJA,OHERECE1,,,,
359,Coop De A. Y C. Educadores De Loja,Coop De A. Y C. Educadores De Loja,Ecuador,,725,,
360,Coop De A. Y C. Indigena Sac Latacunga Ltda,Coop De A. Y C. Indigena Sac Latacunga Ltda,Ecuador,,726,,
361,Coop De A.Y C. Cadecog Gonzanama,COOPERATIVA DE AHORRO Y CREDITO GONZANAMA,Ecuador,GONZANAMA,CHRZECE1,,,,
362,Coac Coopymec Macara,Coac Coopymec Macara,Ecuador,,728,,
363,Coac Cadecom Macara,Coac Cadecom Macara,Ecuador,,729,,
364,Coop De A. Y C. 22 De Junio-Orianga,Coop De A. Y C. 22 De Junio-Orianga,Ecuador,,730,,
365,Coop. A.Yc.Sagrada Familia Solidaridad,Coop. A.Yc.Sagrada Familia Solidaridad,Ecuador,,732,,
366,Coop. De A. Y C. Naupa Kausay,Coop. De A. Y C. Naupa Kausay,Ecuador,,733,,
367,Ccop A Y C De Apecap Cac Apecap,Ccop A Y C De Apecap Cac Apecap,Ecuador,,734,,
368,Coop De A. Y C. San Juan De Cotogchoa,COOPERATIVA DE AHORRO Y CREDITO SAN JUAN DE COTOGCHOA,Ecuador,RUMINAHUI,CADJECE1,,,,
369,Coop De Ahorro Y Credito La Merced,COOPERATIVA DE AHORRO Y CREDITO MERCED LTDA,Ecuador,CUENCA,CSMDECE1,,,,
370,Coop. De A. Y C. Cooptopaxi Ltda.,Coop. De A. Y C. Cooptopaxi Ltda.,Ecuador,,338,,
371,Coop. De A. Y C. Grameen Amazonas,Coop. De A. Y C. Grameen Amazonas,Ecuador,,620,,
372,Coop. De A. Y C. El Transportista Cacet,Coop. De A. Y C. El Transportista Cacet,Ecuador,,621,,
373,Coop. De A Y C. Servidores Municipales De Cuenca,COOPERATIVA DE AHORRO Y CREDITO SERVIDORES MUNICIPALES DE CUENCA,Ecuador,CUENCA,OAOEECE1,,,,
374,Coop. De Ahorro Y Credito Profuturo Ltda.,COOPERATIVA DE AHORRO Y CREDITO COOPROGRESO LTDA.,Ecuador,QUITO,CHCRECE1,,,,
375,Coop. De A. Y C. Iliniza Ltda.,COOPERATIVA DE AHORRO Y CREDITO ILINIZA LTDA,Ecuador,LATACUNGA,CAIZECE1,,,,
376,Coop. De Ahorro Y Credito Saraguros,COOPERATIVA DE AHORRO Y CREDITO SARAGUROS,Ecuador,SARAGURO,CHOGECE1,,,,
377,Cooperativa De Ahorro Y Credito Inti Wasi Ltda.,COOPERATIVA DE AHORRO Y CREDITO INTI WASI LTDA INTICOOP,Ecuador,SARAGURO,CHTTECE1,,,,
378,Cooperativa De Ahorro Y Credito San Isidro Ltda.,COOPERATIVA DE AHORRO Y CREDITO SAN ISIDRO LTDA,Ecuador,SUCRE,OARNECE1,,,,
379,Coop. De A. Y C. Empresas Comunitarias Coocredito,COOPERATIVA DE AHORRO Y CREDITO EMPRENDEDORES COOPEMPRENDER LIMITADA,Ecuador,QUITO,OAEEECE1,,,,
380,Silvercross S.A Casa De Valores Sccv,Silvercross S.A Casa De Valores Sccv,Ecuador,,723,,
381,Real Casa De Valores De Guayaquil S.A.,BOLSA DE VALORES DE GUAYAQUIL S.A.,Ecuador,GUAYAQUIL,XGUAECE1,,,,
382,Cooperativa De Ahorro Y Credito Etapa,COOPERATIVA DE AHORRO Y CREDITO FOCLA,Ecuador,LAGO AGRIO,CHDFECE1,,,,
383,Coop. Ahorro Y Credito Mascoop,COOPERATIVA DE AHORRO Y CREDITO SOCIO AMIGO COOPSA,Ecuador,MARCABELI,OAEOECE1,,,,
384,Coop. De A. Y C. Saint Michel Ltda.,Coop. De A. Y C. Saint Michel Ltda.,Ecuador,,727,,
385,Coop. Ahorro Y Credito Manantial De Oro Ltda.,COOPERATIVA DE AHORRO Y CREDITO MANANTIAL DE ORO LTDA,Ecuador,MACHACHI,CMCNECE1,,,,
386,Coop. De Ahorro Y Credito Andina Ltda.,COOPERATIVA DE AHORRO Y CREDITO ANDINA LTDA,Ecuador,LATACUNGA,CEADECE1,,,,
387,Coop. De Ahorro Y Credito Accion Y Desarrollo Ltda,COOPERATIVA DE AHORRO Y CREDITO ACCION Y DESARROLLO LTDA,Ecuador,GUAMOTE,CCDRECE1,,,,
388,Coop. De A. Y C. Union Y Desarrollo,COOPERATIVA DE AHORRO Y CREDITO FUTURO Y DESARROLLO FUNDESARROLLO,Ecuador,QUITO,CHTFECE1,,,,
389,Coop. De A. Y C. Esperanza Del Futuro Ltda.,Coop. De A. Y C. Esperanza Del Futuro Ltda.,Ecuador,,9902,,
390,Coop. De A. Y C. 17 De Marzo Ltda,Coop. De A. Y C. 17 De Marzo Ltda,Ecuador,,9903,,
391,Coop. De A. Y C. Catar Ltda,Coop. De A. Y C. Catar Ltda,Ecuador,,9904,,
392,Coop. De A. Y C. De Accion Popular,Coop. De A. Y C. De Accion Popular,Ecuador,,9905,,
393,Coop. De A. Y C. Alli Tarpuk Ltda,Coop. De A. Y C. Alli Tarpuk Ltda,Ecuador,,9906,,
394,Coop. De A. Y C. 16 De Julio Ltda,Coop. De A. Y C. 16 De Julio Ltda,Ecuador,,9907,,
395,Coop. De A. Y C. Suboficiales De La Policia Nacion,COOPERATIVA DE AHORRO Y CREDITO POLICIA NACIONAL LTDA,Ecuador,QUITO,CPCCECE1,,,,
396,Coop. De A. Y C. Politecnica Ltda.,Coop. De A. Y C. Politecnica Ltda.,Ecuador,,9909,,
397,Coop. De A. Y C. Nacional Llano Grande Ltda.,Coop. De A. Y C. Nacional Llano Grande Ltda.,Ecuador,,9910,,
398,Coop. De A. Y C. San Valentin,Coop. De A. Y C. San Valentin,Ecuador,,9911,,
399,Coop. De A. Y C. Totalife Ltda,Coop. De A. Y C. Totalife Ltda,Ecuador,,9912,,
400,Acciones Valores Casa De Valores S.A. Accival,Acciones Valores Casa De Valores S.A. Accival,Ecuador,,9913,,
401,Santa Fe Casa De Valores S.A. Santafevalores,Santa Fe Casa De Valores S.A. Santafevalores,Ecuador,,9914,,
402,Picaval Casa De Valores S.A,PICAVAL CASA DE VALORES SA,Ecuador,QUITO,PICVECE1,,,,
403,Analytica Securties C.A. Casa De Valores,Analytica Securties C.A. Casa De Valores,Ecuador,,9916,,
404,Orion Casa De Valores S.A,PICAVAL CASA DE VALORES SA,Ecuador,QUITO,PICVECE1,,,,
405,Stratega Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
406,Ecofsa Casa De Valores S.A.,Ecofsa Casa De Valores S.A.,Ecuador,,9919,,
407,Merchantvalores Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
408,Casa De Valores Value S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
409,Inmovalor Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
410,Ecuabursatil Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
411,Plus Valores Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
412,Mercapital Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
413,Portafolio Casa De Valores S.A. Portavalor,Portafolio Casa De Valores S.A. Portavalor,Ecuador,,9926,,
414,Metrovalores Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
415,Vectorglobal Wmg Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
416,Holdunpartners Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
417,Coop. De Ahorro Y Credito Base De Taura,COOPERATIVA DE AHORRO Y CREDITO TENA LTDA,Ecuador,TENA,CTENECE1,,,,
418,Casa De Valores Banrio S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
419,Albion Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
420,Masvalores Casa De Valores S.A Cavamasa,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
421,Casa De Valores Del Pacifico (Valpacifico) S.A.,Casa De Valores Del Pacifico (Valpacifico) S.A.,Ecuador,,9934,,
422,Casa De Valores Advfin S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
423,Kapital One Casa De Valores S.A. Kaovalsa,Kapital One Casa De Valores S.A. Kaovalsa,Ecuador,,9936,,
424,Plusbursatil Casa De Valores S.A,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
425,Activa Ases.E Intermed.Valores Activalores Casa De,Activa Ases.E Intermed.Valores Activalores Casa De,Ecuador,,9938,,
426,Citadel Casa De Valores S.A.,CASA DE VALORES MULTIVALORES B.G. S.A.,Ecuador,QUITO,CVMUECE1,,,,
427,Decevale S.A.,Decevale S.A.,Ecuador,,9940,,
428,Coop. De A. Y C. Santa Lucia Ltda,Coop. De A. Y C. Santa Lucia Ltda,Ecuador,,9941,,
429,Coop. De A. Y C. Produactiva Ltda,Coop. De A. Y C. Produactiva Ltda,Ecuador,,9942,,
430,Coop. De A. Y C. Tamboloma Ltda.,Coop. De A. Y C. Tamboloma Ltda.,Ecuador,,9943,,
431,Coop De A. Y C. Pushak Runa Hombre Lider,Coop De A. Y C. Pushak Runa Hombre Lider,Ecuador,,9944,,
432,Coop. De A. Y C. 15 De Agosto Ltda.,Coop. De A. Y C. 15 De Agosto Ltda.,Ecuador,,9945,,
433,Coop. De A. Y C. Migrantes Del Ecuador Ltda,Coop. De A. Y C. Migrantes Del Ecuador Ltda,Ecuador,,9946,,
434,Cooperativa De Ahorro Y Credito Wuamanloma Ltda.,COOPERATIVA DE AHORRO Y CREDITO WUAMANLOMA LTDA,Ecuador,PELILEO,CACWECE1,,,,
435,Coop. De A. Y C. Salate Ltda.,COOPERATIVA DE AHORRO Y CREDITO SALATE LTDA,Ecuador,PELILEO,CSLSECE1,,,,
436,Coop. De A. Y C. Union Popular Ltda.,Coop. De A. Y C. Union Popular Ltda.,Ecuador,,9949,,
437,Coac Achik Inti Ltda,Coac Achik Inti Ltda,Ecuador,,9950,,
438,Coac El Migrante Solidario,Coac El Migrante Solidario,Ecuador,,9951,,
439,Coop Ac Las Naves,Coop Ac Las Naves,Ecuador,,9952,,
440,Coop. De A. Y C. De Imbabura Amazonas,Coop. De A. Y C. De Imbabura Amazonas,Ecuador,,9953,,
441,Coop. A. Y C. De Indigenas Chuchuqui Ltda,Coop. A. Y C. De Indigenas Chuchuqui Ltda,Ecuador,,9954,,
442,Coop. Ahorro Y Credito Focazsum Ltda.,COOPERATIVA DE AHORRO Y CREDITO CREA LTDA.,Ecuador,CUENCA,OAORECE1,,,,
443,Coop. De A. Y C. Solidaria Ltda.- Cotopaxi,COOPERATIVA DE AHORRO Y CREDITO SOLIDARIA LTDA,Ecuador,LOJA,OARSECE1,,,,
444,Coop. De A. Y C. Unidad Y Progreso,Coop. De A. Y C. Unidad Y Progreso,Ecuador,,9957,,
445,Coac Loja Internacional Ltda.,Coac Loja Internacional Ltda.,Ecuador,,9958,,
446,Coac 23 De Enero,COOPERATIVA DE AHORRO Y CREDITO 23 DE ENERO,Ecuador,PUYANGO,OHREECE1,,,,
447,Coac Obras Publicas Fiscales De Loja Y Zamora,Coac Obras Publicas Fiscales De Loja Y Zamora,Ecuador,,9960,,
448,Coac Del Sind Chof Prof Virgen Del Cisne,Coac Del Sind Chof Prof Virgen Del Cisne,Ecuador,,9961,,
449,Coac San Miguel De Chirijos Ltda,Coac San Miguel De Chirijos Ltda,Ecuador,,9962,,
450,Coop. Ahorro Y Credito Quevedo Ltda.,COOPERATIVA DE AHORRO Y CREDITO CREDIL LTDA,Ecuador,SALCEDO,CHDLECE1,,,,
451,Coop. De A. Y C. El Altar Ltda.,Coop. De A. Y C. El Altar Ltda.,Ecuador,,9964,,
452,Coop. De A. Y C. Nueva Alianza De Chimborazo Ltda,Coop. De A. Y C. Nueva Alianza De Chimborazo Ltda,Ecuador,,9965,,
453,Coop. De A. Y C. Luis Felipe Duchicela Xxvii,Coop. De A. Y C. Luis Felipe Duchicela Xxvii,Ecuador,,9966,,
454,Coop. De A. Y C. Nizag Ltda.,Coop. De A. Y C. Nizag Ltda.,Ecuador,,9967,,
455,Coop. De A. Y C. Makita Kunchik,Coop. De A. Y C. Makita Kunchik,Ecuador,,9968,,
456,Coop. De A. Y C. Cerrada Manuela Leon,Coop. De A. Y C. Cerrada Manuela Leon,Ecuador,,9969,,
457,Coop. De A. Y C. El Buen Sembrador Ltda.,Coop. De A. Y C. El Buen Sembrador Ltda.,Ecuador,,9970,,
458,Coac Sindicato De Choferes Profesionales De Yantza,Coac Sindicato De Choferes Profesionales De Yantza,Ecuador,,9971,,
459,Coop. De A. Y C. 5 De Mayo De Santa Martha De Cuba,Coop. De A. Y C. 5 De Mayo De Santa Martha De Cuba,Ecuador,,9972,,
